Dialog No.,Gender,Education,a,b,R^2,RMSE,MAE,NRMSE
2187,1,2-2,0.433664,1.411225,0.982726,0.012459,0.007073,0.028676
4175,2,3-2,0.402341,1.411591,0.984889,0.010239,0.005807,0.025288
4666,3,3-3,0.462576,1.412027,0.99162,0.010564,0.008254,0.023476
3696,2,3-2,0.458451,1.417218,0.992877,0.009816,0.008467,0.021734
2723,3,3-2,0.460846,1.417326,0.986544,0.011604,0.00941,0.02576
4171,3,3-3,0.425213,1.417687,0.993748,0.007259,0.004396,0.017334
2175,1,2-2,0.451004,1.418046,0.997457,0.005164,0.004603,0.011641
2241,3,2-2,0.468274,1.418338,0.974722,0.017262,0.010941,0.038296
2205,2,3-3,0.452948,1.420197,0.977823,0.015186,0.010267,0.033847
3489,3,2-2,0.457264,1.420505,0.989694,0.011046,0.007868,0.024901
3260,2,3-3,0.513392,1.420697,0.972841,0.025012,0.022236,0.05071
3158,1,2-2,0.477091,1.421833,0.990865,0.012011,0.009725,0.025883
3369,3,3-2,0.452758,1.422178,0.997063,0.005918,0.00484,0.013406
3081,1,3-3,0.44782,1.422667,0.994664,0.007277,0.004772,0.016633
3138,1,3-1,0.453286,1.422799,0.994276,0.008285,0.005323,0.018624
3526,3,2-2,0.449414,1.423338,0.998609,0.004029,0.003485,0.009128
3214,1,2-2,0.473696,1.424069,0.978011,0.01734,0.012799,0.037814
4339,3,2-2,0.472163,1.425312,0.976474,0.017869,0.012519,0.039312
3013,1,2-2,0.493276,1.425633,0.944537,0.028845,0.018755,0.061535
2495,1,3-3,0.477504,1.427576,0.989356,0.012972,0.011939,0.027546
2726,1,2-2,0.464201,1.427796,0.98916,0.010284,0.007218,0.022749
4829,2,2-2,0.492981,1.428193,0.987313,0.015179,0.012041,0.031928
3269,1,2-2,0.467963,1.428854,0.982974,0.015295,0.012564,0.033101
3426,1,2-2,0.462169,1.429454,0.990587,0.010253,0.006934,0.022773
3300,3,2-2,0.465314,1.429631,0.991142,0.010902,0.007139,0.024128
3207,1,3-2,0.453233,1.429885,0.969881,0.019206,0.011847,0.042717
2661,2,3-2,0.439773,1.432135,0.986235,0.011243,0.006126,0.025651
2524,1,2-2,0.499422,1.434267,0.978986,0.019943,0.01673,0.041401
3124,1,3-2,0.480958,1.435066,0.993818,0.009712,0.008671,0.020577
2300,2,2-2,0.478617,1.436236,0.977752,0.016885,0.011646,0.03608
3265,1,2-2,0.486718,1.436587,0.984224,0.016618,0.01354,0.034968
3379,2,2-2,0.469065,1.43732,0.994465,0.008876,0.007155,0.019404
3070,2,2-2,0.441024,1.438564,0.992298,0.008123,0.006168,0.018469
3665,1,2-2,0.500509,1.438728,0.951346,0.029323,0.019733,0.06171
2125,2,2-2,0.454092,1.440795,0.989072,0.011455,0.008795,0.025364
3016,1,3-2,0.482289,1.440855,0.980664,0.016193,0.011808,0.034772
3352,3,3-3,0.477722,1.441616,0.97837,0.016939,0.01069,0.037074
3686,3,2-2,0.507567,1.443052,0.974473,0.023693,0.017325,0.04848
3221,3,3-3,0.493642,1.450456,0.93767,0.03197,0.018875,0.068508
2171,2,2-2,0.453493,1.450732,0.985416,0.011764,0.007873,0.026042
3756,2,2-2,0.45901,1.451268,0.984494,0.013022,0.00613,0.029207
3191,2,3-2,0.515558,1.456519,0.958866,0.030088,0.021596,0.061404
2019,3,2-2,0.462333,1.457094,0.996025,0.006877,0.004071,0.015096
4876,2,3-2,0.505005,1.457623,0.966593,0.027587,0.022725,0.055175
2534,2,3-3,0.477489,1.458662,0.990835,0.010261,0.007845,0.022021
3595,1,2-2,0.436454,1.458678,0.985502,0.011783,0.006601,0.026932
2429,1,2-2,0.466435,1.459995,0.995259,0.007757,0.005349,0.016879
3075,1,3-1,0.475379,1.46167,0.987589,0.012373,0.008783,0.026334
2756,2,3-2,0.474727,1.466362,0.982407,0.013391,0.007908,0.029058
3371,2,3-2,0.448263,1.467435,0.997474,0.004956,0.003344,0.011284
3148,1,3-3,0.485743,1.467648,0.973213,0.020543,0.015088,0.042846
4165,3,2-2,0.534914,1.467949,0.949485,0.03725,0.028019,0.073592
3403,2,2-2,0.423394,1.467996,0.983363,0.011702,0.006673,0.0276
3870,3,3-3,0.513984,1.46841,0.962951,0.028294,0.019665,0.058118
3042,1,2-2,0.47438,1.468461,0.994315,0.008487,0.006476,0.018255
3727,2,2-2,0.426914,1.469978,0.97788,0.01391,0.008085,0.032278
4002,1,3-2,0.476615,1.474118,0.991807,0.010709,0.006741,0.023202
3201,1,2-2,0.510299,1.475204,0.966284,0.025269,0.017324,0.051687
3338,2,3-2,0.460957,1.476414,0.998102,0.004438,0.003324,0.009763
4179,2,3-1,0.455523,1.479341,0.996977,0.005851,0.004054,0.012956
3883,1,2-2,0.453531,1.482054,0.98392,0.013233,0.007594,0.029381
3034,2,3-2,0.484581,1.482488,0.994291,0.008904,0.007581,0.018609
2090,1,2-2,0.444076,1.484124,0.993476,0.007718,0.004565,0.0176
2387,1,2-2,0.466613,1.485813,0.993853,0.007959,0.005195,0.017231
3372,2,3-2,0.447967,1.488229,0.986053,0.012848,0.008656,0.028908
2423,2,2-2,0.479191,1.491344,0.993198,0.008188,0.005955,0.017449
3202,2,3-3,0.524317,1.492072,0.993297,0.013129,0.011079,0.026258
3693,1,3-2,0.506587,1.492109,0.9896,0.014787,0.012713,0.029575
3319,1,2-2,0.467926,1.492361,0.986023,0.013343,0.007732,0.02872
3734,1,2-2,0.493303,1.493136,0.963868,0.022229,0.012069,0.046811
2543,1,3-3,0.543153,1.493993,0.934268,0.039862,0.028716,0.077022
3187,2,3-2,0.517652,1.494663,0.992556,0.012886,0.010077,0.025773
3642,3,2-2,0.477872,1.496614,0.993604,0.009657,0.006614,0.020872
3344,3,2-2,0.480633,1.497075,0.992779,0.010345,0.007333,0.021982
3228,1,2-2,0.493497,1.498132,0.990177,0.011194,0.007766,0.023292
3587,2,2-2,0.43327,1.500065,0.96616,0.018178,0.010971,0.04155
3050,2,3-3,0.465384,1.500856,0.993773,0.007818,0.004672,0.01692
3902,1,3-2,0.520206,1.502073,0.978203,0.021732,0.015703,0.042572
2372,1,2-2,0.51709,1.502351,0.951561,0.028005,0.017188,0.056533
3181,1,3-2,0.492063,1.502589,0.994098,0.009633,0.007967,0.019841
2736,2,2-2,0.504929,1.505304,0.991337,0.01152,0.009385,0.023354
3517,2,3-3,0.431396,1.506064,0.980527,0.012881,0.007723,0.02976
2365,2,3-2,0.448534,1.508085,0.98649,0.01123,0.006142,0.024888
3383,3,2-2,0.452068,1.509053,0.976396,0.016255,0.010488,0.035815
2547,2,3-2,0.469578,1.510138,0.990713,0.009827,0.005637,0.021016
2877,1,2-2,0.470711,1.510311,0.996157,0.005802,0.003614,0.012496
3533,2,3-1,0.475445,1.510876,0.997793,0.005036,0.003999,0.010748
2296,2,3-3,0.473629,1.513107,0.9916,0.010906,0.007019,0.023437
3131,1,2-2,0.492387,1.51349,0.994286,0.008648,0.006587,0.017843
2785,1,2-2,0.499324,1.514146,0.992951,0.009993,0.00804,0.020396
3130,1,3-1,0.486789,1.516594,0.985271,0.013744,0.008064,0.028863
3373,1,2-2,0.489406,1.517724,0.9875,0.011988,0.006892,0.025202
2676,2,3-2,0.476934,1.520776,0.993266,0.007923,0.004604,0.016885
3189,1,3-2,0.502743,1.521666,0.985257,0.014296,0.009102,0.029375
2154,2,3-2,0.471991,1.524379,0.992809,0.008669,0.004675,0.018593
4519,3,3-2,0.483897,1.52459,0.991551,0.011501,0.007725,0.024123
4150,2,3-2,0.472135,1.526418,0.997107,0.005591,0.003225,0.012024
3962,3,3-2,0.480654,1.526645,0.992581,0.010187,0.0061,0.021671
2334,2,3-3,0.423155,1.529677,0.959901,0.017007,0.009018,0.039288
2022,1,2-2,0.477953,1.529946,0.993048,0.00881,0.0054,0.018857
2424,2,2-2,0.464345,1.530306,0.984542,0.01206,0.006193,0.026016
2874,3,3-2,0.482207,1.531511,0.994525,0.008578,0.006234,0.017886
2354,2,2-2,0.476058,1.534229,0.986265,0.012124,0.006363,0.025536
2934,2,2-2,0.475061,1.534232,0.992036,0.009182,0.005438,0.019689
3254,1,3-2,0.521048,1.534673,0.986191,0.016691,0.011847,0.032911
2996,1,2-2,0.473228,1.537021,0.99189,0.009976,0.006237,0.021441
2505,1,3-1,0.490532,1.537707,0.994095,0.008712,0.006104,0.017841
3441,3,3-2,0.468419,1.53797,0.99564,0.007059,0.005552,0.015319
2539,1,3-2,0.470413,1.544177,0.997612,0.005241,0.003562,0.011167
3445,2,2-2,0.439157,1.548073,0.980053,0.013003,0.00792,0.029474
2889,2,2-2,0.479485,1.548386,0.999151,0.003132,0.002532,0.006639
3175,1,3-2,0.483163,1.551285,0.995492,0.00813,0.005437,0.017162
2942,3,3-3,0.499024,1.551677,0.986948,0.014503,0.010054,0.029165
2483,3,3-3,0.497522,1.5521,0.986324,0.013804,0.008699,0.027878
2336,3,3-2,0.544311,1.553852,0.982701,0.019761,0.016409,0.037374
2107,1,2-2,0.476528,1.555626,0.99365,0.008513,0.005242,0.017818
2190,3,3-3,0.50413,1.559621,0.994504,0.007992,0.005517,0.016039
3152,1,3-1,0.482499,1.560893,0.997371,0.005781,0.004577,0.01204
2703,2,2-2,0.510662,1.563354,0.995668,0.00748,0.005303,0.014879
3576,2,2-2,0.541841,1.564114,0.986577,0.017736,0.013211,0.033723
3675,3,2-2,0.493418,1.564246,0.994738,0.009461,0.008085,0.019365
3703,2,2-2,0.476455,1.568479,0.990676,0.010966,0.007915,0.023254
2386,2,3-3,0.47673,1.569646,0.995217,0.006305,0.00289,0.013364
2620,2,2-2,0.420841,1.570809,0.977844,0.01254,0.009557,0.029546
3716,1,3-2,0.524624,1.57467,0.972353,0.020559,0.011677,0.040591
2086,2,3-2,0.484427,1.575423,0.994155,0.008475,0.005841,0.017714
3233,1,3-2,0.542379,1.575936,0.956353,0.030679,0.018549,0.059085
3354,2,3-2,0.503014,1.576042,0.999149,0.003532,0.003004,0.007103
3142,1,3-3,0.503005,1.579225,0.990672,0.011738,0.007791,0.023476
2283,2,3-2,0.507321,1.579315,0.991165,0.010192,0.006651,0.02023
3219,2,3-2,0.464379,1.580708,0.980451,0.01478,0.008893,0.031834
4784,2,3-3,0.535547,1.586171,0.992443,0.01376,0.011549,0.026178
2446,2,3-2,0.487799,1.587697,0.996926,0.005822,0.003476,0.012091
3317,1,3-2,0.517963,1.58927,0.995329,0.009009,0.007361,0.017663
4342,3,3-2,0.460612,1.589826,0.988009,0.011393,0.008625,0.024836
4831,2,2-2,0.541967,1.590591,0.997617,0.007616,0.006847,0.014405
3166,1,2-2,0.513614,1.592477,0.984446,0.015224,0.008972,0.030447
4079,3,3-2,0.531947,1.592629,0.992509,0.012464,0.010307,0.023906
4642,2,3-1,0.49947,1.594176,0.986902,0.013776,0.008566,0.02779
2729,2,3-1,0.51098,1.596988,0.996478,0.006709,0.005123,0.01328
2339,1,3-2,0.488668,1.599041,0.997671,0.004973,0.002877,0.01026
2893,2,2-2,0.4718,1.59926,0.985978,0.011,0.005078,0.02319
3424,1,3-1,0.548133,1.603455,0.978612,0.020848,0.013645,0.039314
2713,2,3-2,0.532535,1.604091,0.996986,0.007674,0.006258,0.014607
2586,2,2-2,0.481412,1.604698,0.992835,0.008741,0.004926,0.018215
2085,2,3-2,0.478818,1.606905,0.992491,0.008573,0.004545,0.017959
3659,1,3-2,0.552968,1.610612,0.980387,0.019625,0.013218,0.036604
2264,1,2-2,0.498709,1.611024,0.99904,0.003609,0.002806,0.007334
3377,3,2-2,0.531155,1.611916,0.993929,0.010856,0.008328,0.020851
2432,1,3-2,0.497158,1.612724,0.994983,0.007586,0.003639,0.015433
4834,3,3-2,0.544902,1.61992,0.996123,0.009464,0.007369,0.017876
2445,1,2-2,0.510652,1.62813,0.988571,0.01315,0.007624,0.025711
2776,2,2-2,0.577746,1.629275,0.981909,0.022228,0.018753,0.039517
2611,1,2-2,0.540968,1.630967,0.995174,0.01015,0.008972,0.018885
3306,3,2-2,0.452325,1.631368,0.979128,0.014369,0.01103,0.031546
2667,1,3-2,0.520392,1.63316,0.9981,0.005336,0.004279,0.010313
2506,2,3-2,0.459405,1.635372,0.983165,0.012216,0.007857,0.02632
2733,2,3-2,0.544654,1.635736,0.993927,0.010102,0.007679,0.018814
3001,1,2-2,0.535289,1.638139,0.981284,0.017885,0.008954,0.034231
3453,3,2-2,0.488043,1.639526,0.987896,0.011974,0.006829,0.024604
3073,1,3-2,0.511669,1.639716,0.996267,0.006764,0.003936,0.013289
2774,1,2-2,0.491768,1.639853,0.991076,0.011292,0.008883,0.023235
3087,2,3-2,0.504874,1.645034,0.997512,0.005408,0.002872,0.010817
2501,2,2-2,0.509607,1.648365,0.993599,0.009991,0.006956,0.01981
3086,2,3-3,0.488776,1.648925,0.993356,0.008513,0.005702,0.01748
4026,3,2-2,0.506832,1.651999,0.997906,0.005406,0.003981,0.010812
4788,1,3-2,0.542171,1.65274,0.997059,0.007496,0.00586,0.01416
2395,2,2-2,0.5326,1.654515,0.996911,0.006827,0.004559,0.013003
3171,1,2-2,0.521364,1.65502,0.998827,0.004285,0.002961,0.008329
3525,3,2-2,0.515396,1.656738,0.974417,0.021472,0.014136,0.041532
3802,3,2-2,0.497308,1.65784,0.958074,0.026408,0.016281,0.052816
2719,2,3-2,0.514756,1.660032,0.993707,0.00916,0.006194,0.017804
2467,3,2-2,0.496148,1.662558,0.990565,0.010737,0.006317,0.021568
3936,3,3-2,0.546067,1.663451,0.99692,0.008161,0.005726,0.015156
4104,2,3-2,0.488277,1.665888,0.984287,0.013902,0.008902,0.028512
3495,3,3-2,0.528525,1.670416,0.988395,0.014438,0.008248,0.027587
3007,1,2-2,0.556955,1.670511,0.988843,0.014372,0.008764,0.026401
4382,3,3-2,0.545512,1.67351,0.990887,0.014869,0.009722,0.027613
3746,2,2-2,0.525955,1.674638,0.998101,0.005142,0.003174,0.009941
3813,2,3-2,0.559241,1.688962,0.987878,0.015406,0.009986,0.02838
2965,2,2-2,0.510686,1.690512,0.989602,0.011403,0.005575,0.022337
2710,1,2-2,0.564722,1.69177,0.992012,0.011741,0.007782,0.021215
2469,1,3-2,0.546244,1.692786,0.999069,0.004022,0.003157,0.007427
3626,3,2-2,0.465844,1.696487,0.970823,0.017889,0.013525,0.038333
2185,2,3-2,0.509668,1.696509,0.988237,0.012346,0.00685,0.024139
3239,1,3-3,0.531412,1.697544,0.989758,0.013597,0.009215,0.026028
2884,3,3-3,0.556967,1.697686,0.996125,0.007681,0.005794,0.013969
3325,1,2-2,0.51046,1.698272,0.995054,0.007831,0.004946,0.01536
2772,2,3-3,0.561412,1.698396,0.977281,0.018949,0.009294,0.034524
4099,2,3-2,0.483405,1.700446,0.989255,0.011044,0.009195,0.022824
2672,2,3-2,0.559084,1.704719,0.998255,0.005657,0.004529,0.01026
3353,2,2-2,0.515435,1.705183,0.980316,0.018185,0.010944,0.035396
2028,2,3-2,0.545918,1.706277,0.999487,0.002978,0.002278,0.005505
2999,1,3-2,0.559707,1.706446,0.987603,0.014815,0.008124,0.026966
2527,3,3-3,0.534324,1.713954,0.99394,0.009752,0.005654,0.018552
3186,3,3-2,0.517238,1.72077,0.996151,0.006994,0.005293,0.013711
2027,1,2-2,0.537992,1.729726,0.994755,0.009342,0.006039,0.01738
3342,2,2-2,0.550629,1.737791,0.994137,0.010972,0.006716,0.020188
2570,1,2-2,0.529592,1.739506,0.996314,0.007023,0.00406,0.013329
2503,3,3-3,0.506922,1.741127,0.988552,0.011788,0.00719,0.023167
2382,2,3-2,0.475173,1.749584,0.984238,0.012118,0.0091,0.025338
3711,2,2-2,0.57376,1.751282,0.981671,0.019453,0.010472,0.034756
3364,2,2-2,0.517158,1.752972,0.996086,0.007168,0.005652,0.013946
2969,1,2-2,0.510863,1.753976,0.993638,0.008347,0.005256,0.0163
2418,2,3-3,0.506692,1.762189,0.988535,0.011535,0.007839,0.022661
4682,2,2-2,0.590487,1.779173,0.996903,0.009497,0.006125,0.016347
4655,2,2-2,0.545361,1.781557,0.985115,0.0168,0.010027,0.030993
2603,1,2-2,0.508931,1.782337,0.98873,0.011256,0.007489,0.022007
4643,2,3-3,0.515199,1.784134,0.992814,0.009854,0.008455,0.019239
3549,2,2-2,0.527679,1.784811,0.988732,0.013319,0.009358,0.025306
2913,1,2-2,0.489027,1.797146,0.97025,0.016417,0.009106,0.033111
2533,1,3-2,0.530462,1.803994,0.979467,0.017341,0.009827,0.032407
2548,1,2-2,0.575707,1.817268,0.999397,0.00358,0.00286,0.006264
4330,2,3-2,0.583558,1.842405,0.992269,0.013413,0.008989,0.023249
3038,2,3-3,0.608545,1.850568,0.988506,0.016303,0.00974,0.027381
4349,3,2-2,0.586907,1.85114,0.987185,0.019092,0.011739,0.032824
3450,2,2-2,0.549846,1.855643,0.98835,0.014497,0.010066,0.026472
2832,1,2-2,0.57439,1.866333,0.998844,0.004175,0.002894,0.007312
2806,1,3-2,0.519178,1.867077,0.981408,0.01446,0.008841,0.02765
3251,2,2-2,0.625145,1.870489,0.993889,0.012937,0.009041,0.02106
2290,2,3-2,0.541964,1.871337,0.995234,0.007784,0.005838,0.014384
2220,1,3-2,0.545634,1.8834,0.995962,0.007076,0.004975,0.012973
3188,1,3-2,0.563698,1.888758,0.997187,0.00711,0.006045,0.012703
3435,3,2-2,0.518449,1.898097,0.975487,0.018686,0.014293,0.035954
3676,2,2-2,0.516275,1.90206,0.979567,0.017313,0.014727,0.033698
2006,2,2-2,0.578393,1.913751,0.99562,0.009627,0.007374,0.016758
2599,3,2-2,0.534753,1.91775,0.990098,0.011707,0.009628,0.021933
3146,1,3-3,0.559634,1.926322,0.997096,0.006525,0.005451,0.011696
2451,2,2-2,0.588565,1.930569,0.977067,0.025559,0.017015,0.04352
2289,2,3-2,0.589322,1.949675,0.996371,0.008083,0.005168,0.013768
4928,3,2-2,0.590469,1.966584,0.982447,0.020979,0.013844,0.035665
2690,2,3-2,0.610357,1.99194,0.997139,0.008251,0.005613,0.013564
4074,3,2-2,0.613418,2.013154,0.995259,0.009872,0.006866,0.016331
2511,2,3-2,0.685731,2.027754,0.986763,0.024292,0.015793,0.036005
3000,2,3-2,0.597239,2.031886,0.996463,0.007875,0.005536,0.013263
3825,2,3-2,0.568178,2.042419,0.991275,0.012523,0.011439,0.022344
3234,1,2-2,0.619748,2.049881,0.99102,0.016843,0.012291,0.027439
2932,2,3-2,0.611302,2.056325,0.996468,0.008455,0.005814,0.013916
3195,1,2-2,0.630116,2.068329,0.999034,0.005096,0.004638,0.008201
3182,1,2-2,0.566511,2.097473,0.979288,0.018816,0.014026,0.033384
2366,3,3-2,0.63765,2.112933,0.996907,0.008969,0.006195,0.014161
3129,3,3-3,0.635311,2.11812,0.996663,0.009848,0.007655,0.015634
2393,1,3-3,0.636516,2.180517,0.997658,0.007342,0.006392,0.011601
3349,2,3-2,0.540242,2.190759,0.968022,0.022067,0.018034,0.040836
3691,2,2-2,0.595162,2.215331,0.990311,0.012878,0.01017,0.021759
3852,3,3-2,0.555,2.23061,0.971186,0.020212,0.01506,0.036487
3530,2,2-2,0.582154,2.235864,0.984782,0.01689,0.014621,0.029275
3797,3,3-2,0.570068,2.237908,0.989368,0.012818,0.011672,0.022849
3120,1,3-3,0.601847,2.245806,0.990656,0.013394,0.011163,0.022372
4868,2,2-2,0.660626,2.340646,0.991836,0.016011,0.012086,0.024462
3252,2,3-3,0.638935,2.371986,0.990838,0.014897,0.012446,0.023491
2308,2,2-2,0.660795,2.428541,0.985154,0.02031,0.013666,0.030842
3405,3,3-2,0.604322,2.516918,0.98119,0.018982,0.016019,0.031741
3427,3,3-2,0.651914,2.55096,0.990324,0.015584,0.013513,0.024144
3681,2,2-2,0.615793,2.557065,0.980143,0.020427,0.017336,0.033452
4101,3,3-2,0.685585,2.90936,0.987479,0.020456,0.018605,0.030446
3169,2,2-2,0.842377,3.907822,0.99746,0.013049,0.011717,0.015694
